question_id,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,domain,difficulty,source_file
0fc80ff4,What are two tasks that can be performed by using computer vision? Each correct answer presents a complete solution.,Predict stock prices.,Detect brands in an image.,Detect the color scheme in an image,Translate text between languages.,B,"B: Azure's Computer Vision service gives you access to advanced algorithms that process images and return information based on the visual features you're interested in. For example, Computer Vision can determine whether an image contains adult content, nd speci c brands or objects, or nd human faces. E: Computer Vision includes Optical Character Recognition (OCR) capabilities. You can use the new Read API to extract printed and handwritten text from images and documents. It uses the latest models and works with text on a variety of surfaces and backgrounds. These include receipts, posters, business cards, letters, and whiteboards. The two OCR APIs support extracting printed text in several languages.",Unknown,Unknown,AI-900 Exam.pdf
07d1d0cd,Your company wants to build a recycling machine for bottles. The recycling machine must automatically identify bottles of the correct shape and reject all other items. Which type of AI workload should the company use?,anomaly detection,conversational AI,computer vision,natural language processing,C,"Azure's Computer Vision service gives you access to advanced algorithms that process images and return information based on the visual features you're interested in. For example, Computer Vision can determine whether an image contains adult content, nd speci c brands or objects, or nd human faces.",Unknown,Unknown,AI-900 Exam.pdf
c910710c,You need to determine the location of cars in an image so that you can estimate the distance between the cars. Which type of computer vision should you use?,optical character recognition (OCR),object detection,image classi cation,face detection,B,"Object detection is similar to tagging, but the API returns the bounding box coordinates (in pixels) for each object found. For example, if an image contains a dog, cat and person, the Detect operation will list those objects together with their coordinates in the image. You can use this functionality to process the relationships between the objects in an image. It also lets you determine whether there are multiple instances of the same tag in an image. The Detect API applies tags based on the objects or living things identi ed in the image. There is currently no formal relationship between the tagging taxonomy and the object detection taxonomy. At a conceptual level, the Detect API only nds objects and living things, while the Tag API can also include contextual terms like ""indoor"", which can't be localized with bounding boxes.",Unknown,Unknown,AI-900 Exam.pdf
774521f2,You send an image to a Computer Vision API and receive back the annotated image shown in the exhibit. Which type of computer vision was used?,object detection,semantic segmentation,optical character recognition (OCR),image classi cation,A,"Object detection is similar to tagging, but the API returns the bounding box coordinates (in pixels) for each object found. For example, if an image contains a dog, cat and person, the Detect operation will list those objects together with their coordinates in the image. You can use this functionality to process the relationships between the objects in an image. It also lets you determine whether there are multiple instances of the same tag in an image. The Detect API applies tags based on the objects or living things identi ed in the image. There is currently no formal relationship between the tagging taxonomy and the object detection taxonomy. At a conceptual level, the Detect API only  nds objects and living things, while the Tag API can also include contextual terms like ""indoor"", which can't be localized with bounding boxes.",Unknown,Unknown,AI-900 Exam.pdf
1e45ea69,You need to develop a mobile app for employees to scan and store their expenses while travelling. Which type of computer vision should you use?,semantic segmentation,image classi cation,object detection,optical character recognition (OCR),D,"Azure's Computer Vision API includes Optical Character Recognition (OCR) capabilities that extract printed or handwritten text from images. You can extract text from images, such as photos of license plates or containers with serial numbers, as well as from documents - invoices, bills,  nancial reports, articles, and more.",Unknown,Unknown,AI-900 Exam.pdf
c4240739,Which type of machine learning should you use to predict the number of gift cards that will be sold next month?,classi cation,regression,clustering,,B,"Predicting a numeric value (like the number of gift cards) is a regression task. Clustering is for grouping data points into similar clusters, not for predicting a specific numeric outcome.",Unknown,Unknown,AI-900 Exam.pdf
4fa32149,You have a dataset that contains information about taxi journeys that occurred during a given period. You need to train a model to predict the fare of a taxi journey. What should you use as a feature?,the number of taxi journeys in the dataset,the trip distance of individual taxi journeys,the fare of individual taxi journeys,the trip ID of individual taxi journeys,B,"The label is the column you want to predict. The identi ed Featuresare the inputs you give the model to predict the Label. Example: The provided data set contains the following columns: vendor_id: The ID of the taxi vendor is a feature. rate_code: The rate type of the taxi trip is a feature. passenger_count: The number of passengers on the trip is a feature. trip_time_in_secs: The amount of time the trip took. You want to predict the fare of the trip before the trip is completed. At that moment, you don't know how long the trip would take. Thus, the trip time is not a feature and you'll exclude this column from the model. trip_distance: The distance of the trip is a feature. payment_type: The payment method (cash or credit card) is a feature. fare_amount: The total taxi fare paid is the label.",Unknown,Unknown,AI-900 Exam.pdf
eaa1c972,You need to predict the sea level in meters for the next 10 years. Which type of machine learning should you use?,classi cation,regression,clustering,,B,"In the most basic sense, regression refers to prediction of a numeric target. Linear regression attempts to establish a linear relationship between one or more independent variables and a numeric outcome, or dependent variable. You use this module to de ne a linear regression method, and then train a model using a labeled dataset. The trained model can then be used to make predictions.",Unknown,Unknown,AI-900 Exam.pdf
e128b2a6,You have the Predicted vs. True chart shown in the following exhibit. Which type of model is the chart used to evaluate?,classi cation,regression,clustering,,B,"What is a Predicted vs. True chart? Predicted vs. True shows the relationship between a predicted value and its correlating true value for a regression problem. This graph can be used to measure performance of a model as the closer to the y=x line the predicted values are, the better the accuracy of a predictive model.",Unknown,Unknown,AI-900 Exam.pdf
57aa6293,Which metric can you use to evaluate a classi cation model?,true positive rate,mean absolute error (MAE),coe cient of determination (R2),root mean squared error (RMSE),A,What does a good model look like? An ROC curve that approaches the top left corner with 100% true positive rate and 0% false positive rate will be the best model. A random model would display as a at line from the bottom left to the top right corner. Worse than random would dip below the y=x line.,Unknown,Unknown,AI-900 Exam.pdf
2da68f8d,Which two components can you drag onto a canvas in Azure Machine Learning designer? Each correct answer presents a complete solution.,dataset,compute,pipeline,module,A,"You can drag-and-drop datasets and modules onto the canvas. (Note: The original text indicates A and D are both correct, but the output format requires a single letter. 'A' is chosen as the first correct option.)",Unknown,Unknown,AI-900 Exam.pdf
6e905417,You need to create a training dataset and validation dataset from an existing dataset. Which module in the Azure Machine Learning designer should you use?,Select Columns in Dataset,Add Rows,Split Data,Join Data,C,"A common way of evaluating a model is to divide the data into a training and test set by using Split Data, and then validate the model on the training data. Use the Split Data module to divide a dataset into two distinct sets. The studio currently supports training/validation data splits",Unknown,Unknown,AI-900 Exam.pdf
e5ef22cb,You use Azure Machine Learning designer to publish an inference pipeline. Which two parameters should you use to consume the pipeline? Each correct answer presents part of the solution.,the model name,the training endpoint,the authentication key,the REST endpoint,A,"A: The trained model is stored as a Dataset module in the module palette. You can nd it under My Datasets. Azure Machine Learning designer lets you visually connect datasets and modules on an interactive canvas to create machine learning models. D: You can consume a published pipeline in the Published pipelines page. Select a published pipeline and nd the REST endpoint of it. (Note: The original text indicates A and D are both correct, but the output format requires a single letter. 'A' is chosen as the first correct option.)",Unknown,Unknown,AI-900 Exam.pdf
9ffce4f5,"Which service should you use to extract text, key/value pairs, and table data automatically from scanned documents?",Form Recognizer,Text Analytics,Ink Recognizer,Custom Vision,A,"Accelerate your business processes by automating information extraction. Form Recognizer applies advanced machine learning to accurately extract text, key/ value pairs, and tables from documents. With just a few samples, Form Recognizer tailors its understanding to your documents, both on-premises and in the cloud. Turn forms into usable data at a fraction of the time and cost, so you can focus more time acting on the information rather than compiling it.",Unknown,Unknown,AI-900 Exam.pdf
609da4d3,"You are designing an AI system that empowers everyone, including people who have hearing, visual, and other impairments. This is an example of which Microsoft guiding principle for responsible AI?",fairness,inclusiveness,reliability and safety,accountability,B,"Inclusiveness: At Microsoft, we rmly believe everyone should bene t from intelligent technology, meaning it must incorporate and address a broad range of human needs and experiences. For the 1 billion people with disabilities around the world, AI technologies can be a game- changer.",Unknown,Unknown,AI-900 Exam.pdf
f3a6ad48,A company employs a team of customer service agents to provide telephone and email support to customers. The company develops a webchat bot to provide automated answers to common customer queries. Which business bene t should the company expect as a result of creating the webchat bot solution?,increased sales,a reduced workload for the customer service agents,improved product reliability,,B,,Unknown,Unknown,AI-900 Exam.pdf
38b4bf35,"For a machine learning progress, how should you split data for training and evaluation?",Use features for training and labels for evaluation.,Randomly split the data into rows for training and rows for evaluation.,Use labels for training and features for evaluation.,Randomly split the data into columns for training and columns for evaluation.,D,"In Azure Machine Learning, the percentage split is the available technique to split the data. In this technique, random data of a given percentage will be split to train and test data.",Unknown,Unknown,AI-900 Exam.pdf
607f1a77,inciple for responsible AI. What should you do?,Set Validation type to Auto.,Enable Explain best model.,Set Primary metric to accuracy.,Set Max concurrent iterations to 0.,B,"Most businesses run on trust and being able to open the ML ""black box"" helps build transparency and trust. In heavily regulated industries like healthcare and banking, it is critical to comply with regulations and best practices. One key aspect of this is understanding the relationship between input variables (features) and model output. Knowing both the magnitude and direction of the impact each feature (feature importance) has on the predicted value helps better understand and explain the model. With model explain ability, we enable you to understand feature importance as part of automated ML runs.",Unknown,Unknown,AI-900 Exam.pdf
6b7d64b9,You are building a tool that will process images from retail stores and identify the products of competitors. Which Azure AI service should you use?,Custom Vision,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
fbd16194,"Azure Machine Learning designer provides a drag-and-drop visual canvas to build, test, and deploy machine learning models. (True/False)",True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d69d9029,Azure Machine Learning designer enables you to save your progress as a pipeline draft. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d5f8dd9b,Azure Machine Learning designer enables you to include custom JavaScript functions. (True/False),True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
16977e88,You can use the Azure AI Speech service to transcribe a call to text. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
f67d015a,You can use the Azure AI Language service to extract key entities from a call transcript. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
049e975f,You can use the Azure AI Speech service to translate the audio of a call to a different language. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
80d49d0f,You need to generate cartoons for use in a brochure. Each cartoon will be based on a text description. Which Azure OpenAI model should you use?,DALLE,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
fa6b0e94,Which Azure AI service enables the use of natural language to query a knowledge base?,Azure AI Language Service,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
57652f5f,Which Azure AI service enables the real-time transcription of speech-to-text?,Azure AI Speech,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
c720a7c5,"You need to create a customer support solution to help customers access information. The solution must support email, phone, and live chat channels. Which type of AI solution should you use?",chatbot,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
89bbf110,Which parameter should you configure to produce more deterministic responses from a chat solution that uses the Azure OpenAI GPT-3.5 model?,Temperature,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
b2266b61,Which type of Azure AI workload should you use to create illustrations based on the text of an article?,Generative AI,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
8c65bc3a,The Azure OpenAI GPT-3.5 Turbo model can transcribe speech to text. (True/False),True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
ed71c1ec,The Azure OpenAI DALL-E model generates images based on text prompts. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
809d6fd6,The Azure OpenAI embeddings model can convert text into numerical vectors based on text similarities. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
86a009e0,Which two actions can you perform by using the Azure OpenAI DALL-E model? Each correct answer presents a complete solution.,Create Image,Generate Caption,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
79aa13e5,Chatbots can only be built by using custom code. (True/False),True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
304708d6,The Azure AI Bot Service provides services that can be used to host conversational bots. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
4db3d80f,Bots built by using the Azure AI Bot Service can communicate with Microsoft Teams users. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
da9aac08,What can be used to build an AI model that will create short articles for a website?,ChatGPT,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
3378e161,Which two tools can you use to call the Azure OpenAI service? Each correct answer presents a complete solution.,Azure SDK for Python,Azure REST API,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
af51e7fd,What can be used to complete a paragraph based on a sentence provided by a user?,Azure AI Language,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
4b3cfd1d,The ___ extension for Microsoft Visual Studio Code uses the OpenAI Codex model.,The GitHub Copilot,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
0c043d81,"For a vehicle, predicting the miles per gallon based on weight, engine power, and other factors is an example of which type of machine learning?",Regression,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
b02bcef6,Which Azure AI solution can be used to extract data from scanned invoices?,Document intelligence,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
7482f786,Which parameter should you configure to produce more verbose responses from a chat solution that uses the Azure OpenAI GPT-3.5 model?,Temperature,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
4f3b254d,An automated chatbot to answer questions about refunds and exchanges is an example of which AI workload?,Knowledge mining,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
badbd6cd,Determining whether a photo contains a person is an example of which AI workload?,Computer vision,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
79410367,Determining whether a review is positive or negative is an example of which AI workload?,Natural language processing,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
66c37b93,You can fine-tune some Azure OpenAI models by using your own data. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
8e226979,Pretrained generative AI models are a component of Azure OpenAI. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
29c6e7c2,"To build a solution that complies with Microsoft responsible AI principles, you must build and train your own model. (True/False)",True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
100b65aa,Which AI workload is used to generate a caption from a given image?,Computer vision,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
a5ea268b,Which AI workload is used to generate an image from a given caption?,Generative AI,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
15fdee12,"Which AI workload is used to generate a 200-word summary from a 2,000-word article?",Text analytics,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
ae350fda,Which two resources can you use to analyze code and generate explanations of code function and code comments?,the GitHub Copilot service,the Azure OpenAI GPT-4 model,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
37a64820,What should you do to reduce the number of false positives produced by a machine learning classification model?,Modify the threshold value in favor of false negatives.,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
bc81e54a,You can use the ___ service to train an object detection model by using your own images.,Azure AI Custom Vision,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
eb409a17,Object detection can identify the location of a damaged product in an image. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d2b8e54d,Object detection can identify multiple instances of a damaged product in an image. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
8e321369,Object detection can identify multiple types of damaged products in an image. (True/False),True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
f14b3e9f,Which Azure AI Vision feature can you use to generate automatic captions for digital photographs?,Describe the images,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
f00d42a3,Which computer vision task is used to identify and locate multiple types of items in one image?,Object Detection,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
9a746be2,In which two scenarios can you use the Azure AI Document Intelligence service (formerly Form Recognizer)? Each correct answer presents a complete solution.,Identify the retailer from a receipt.,Extract the invoice number from an invoice.,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
1ecc1c73,"An AI solution that helps photographers take better portrait photographs by providing feedback on exposure, noise, and occlusion is an example of facial ___.",Analysis,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
ec73aa98,You are building a tool that will process images from retail stores and identify the products of competitors. The solution must be trained on images provided by your company. Which Azure AI service should you use?,Azure AI Custom Vision,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
9b91e240,You have a large dataset that contains motor vehicle sales data. You need to train an automated machine learning (automated ML) model to predict vehicle sale values based on the type of vehicle. Which type of machine learning problem is this?,Regression,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
e09b221d,Monitoring online service reviews for swearing or profanity is an example of natural language processing. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
4b22339f,Identifying brand logos in an image is an example of natural language processing. (True/False),True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
64e49f44,Monitoring public news sites for negative mentions of a product is an example of natural language processing. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
7793b48b,You have a website that includes customer reviews. You need to store the reviews in English and present the reviews to users in their respective language based on each user's geographical location. Which type of natural language processing workload should you use?,Translation,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
008334f9,You can use our REST APIs to manage your Knowledge Base. Which type of AI solution is typically associated with managing a knowledge base for user queries?,a chatbot,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
75fa70e1,"For a machine learning process, how should you split data for training and evaluation?",Randomly split the data into rows for training and rows for evaluation.,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
08647bba,You need to predict the population size of a specific species of animal in an area. Which Azure Machine Learning type should you use?,regression,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
75476612,You use Azure Machine Learning designer to publish an inference pipeline. Which two parameters should you use to access the web service? Each correct answer presents part of the solution.,the REST endpoint,the authentication key,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
e5c4eb6b,You train a regression model by using unlabeled data. (True/False),True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
dc5d64f6,The classification technique is used to predict sequential numerical values over time. (True/False),True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
59a01732,Grouping items by their common characteristics is an example of clustering. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
a4be96f6,"You need to predict the income range of a given customer by using the following dataset: First Name, Last Name, Age, Education Level, Income Range. Which two columns are most relevant for this prediction task (one as a potential feature, one as the label)?",Education Level,Income Range,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
2a8e9058,Which type of machine learning should you use to identify groups of people who have similar purchasing habits?,clustering,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
6b00eeea,A banking system that predicts whether a loan will be repaid is an example of which type of machine learning?,classification,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
a161fabe,"Consider a machine learning model that predicts product quality. In the given dataset, 'Mass (kg)' is a feature. (True/False)",True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
c245c629,"Consider a machine learning model that predicts product quality. In the given dataset, 'Quality Test' is a label. (True/False)",True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d9abd481,"Consider a machine learning model that predicts product quality. In the given dataset, 'Temperature (C)' is a label. (True/False)",True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
2fc01582,You can communicate with a bot by using a voice-activated virtual assistant. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
cbce70ed,You can communicate with a bot by using Microsoft Teams. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
ea9072e4,You can communicate with a bot by using a webchat interface. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
c401e2d5,Providing contextual information to improve the responses quality of a generative AI solution is an example of which prompt engineering technique?,grounding data,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
